Squat,Bench,Deadlift,Total,Gender
408,331,452,1190,Male
350,205,315,870,Male
335,235,455,1025,Male
27,27,62,116,Male
15,15,25,55,Female
265,215,365,845,Male
88,50,125,263,Female
15,20,55,90,Female
255,245,320,820,Male
325,255,385,965,Male
309,265,353,927,Male
115,,185,300,Male
529,353,551,1433,Male
405,275,435,1115,Male
5,5,25,35,Female
265,270,415,950,Male
300,255,365,920,Male
135,155,245,535,Male
225,185,,410,Male
,15,,15,Male
9,2,30,41,Male
5,5,5,15,Female
415,290,455,1160,Male
405,265,500,1170,Male
225,155,255,635,Male
,158,,158,Male
195,,,195,Female
100,95,205,400,Male
140,110,195,445,Female
340,235,335,910,Male
415,295,415,1125,Male
405,275,455,1135,Male
11,22,11,44,Female
60,,115,175,Female
58,58,74,191,Male
,303,805,1108,Male
185,185,185,555,Male
245,195,325,765,Male
255,185,315,755,Male
415,280,505,1200,Male
,95,235,330,Male
50,32,90,172,Female
,101,,101,Male
105,55,95,255,Female
445,285,685,1415,Male
,45,100,145,Female
287,287,502,1075,Male
,,315,315,Male
225,225,245,695,Male
265,198,287,750,Male
225,115,275,615,Female
,315,,315,Male
385,275,355,1015,Male
255,185,290,730,Male
198,143,353,694,Male
315,165,315,795,Male
,194,,194,Male
235,225,345,805,Male
225,205,290,720,Male
215,85,225,525,Female
15,15,35,65,Male
150,115,195,460,Female
46,36,86,168,Female
220,121,270,612,Female
15,10,35,60,Female
,,,0,Male
,165,,165,Male
158,135,225,518,Male
331,265,353,948,Male
155,95,155,405,Male
353,187,419,959,Male
137,225,137,499,Male
45,35,65,145,Male
110,,,110,Female
105,55,144,304,Female
95,65,165,325,Female
135,135,135,405,Male
95,130,275,500,Male
45,20,65,130,Female
55,55,75,185,Male
365,265,465,1095,Male
135,65,135,335,Female
45,35,55,135,Female
7,7,7,20,Male
6,6,25,37,Female
15,15,15,45,Female
55,55,75,185,Male
185,100,205,490,Female
30,30,55,115,Male
75,50,100,225,Female
80,45,90,215,Female
115,95,160,370,Male
75,55,95,225,Male
5,5,5,15,Female
135,85,175,395,Male
10,10,10,30,Female
35,15,46,96,Female
85,51,113,249,Male
355,275,385,1015,Male
375,225,335,935,Male
315,185,315,815,Male
225,215,275,715,Male
210,175,285,670,Male
,,8,8,Female
52,32,87,171,Female
32,27,72,131,Female
5,5,30,40,Female
45,45,45,135,Male
365,225,410,1000,Male
170,95,245,510,Female
55,50,75,180,Female
40,30,115,185,Male
20,20,65,105,Male
335,275,365,975,Male
429,296.5,503.5,1229,Male
335,295,386,1016,Male
345,275,465,1085,Male
305,220,370,895,Male
167.5,130,205,502.5,Female
441,303.1875,385.875,1130.0625,Male
455,265,455,1175,Male
335,315,385,1035,Male
290,220,335,845,Male
455,365,535,1355,Male
325,255,445,1025,Male
365,235,415,1015,Male
463.05,316.4175,507.15000000000003,1286.6175,Male
370,255,415,1040,Male
360,230,135,725,Male
330,220,360,910,Male
335,225,390,950,Male
395,315,435,1145,Male
335,228,455,1018,Male
315,255,455,1025,Male
405,195,505,1105,Male
430,315,500,1245,Male
550,360,590,1500,Male
16.5,15,35,66.5,Male
450,315,495,1260,Male
385,255,365,1005,Male
295,245,365,905,Male
405,265,455,1125,Male
425,295,515,1235,Male
605,380,595,1580,Male
230,205,314,749,Male
415,255,515,1185,Male
753,601,686,2040,Male
405,295,435,1135,Male
495,315,545,1355,Male
375,247.5,465,1087.5,Male
463.05,275.625,512.6625,1251.3375,Male
475.1775,337.365,575.505,1388.0475000000001,Male
395,275,455,1125,Male
550,330,625,1505,Male
260,245,305,810,Male
365,325,600,1290,Male
,292.11,826.73,1118.84,Male
315,255,350,920,Male
435,315,135,885,Male
255,145,265,665,Male
350,245,415,1010,Male
485.1,308.7,518.1750000000001,1311.9750000000001,Male
455,275,385,1115,Male
495,350,535,1380,Male
315,250,370,935,Male
315,200,360,875,Female
245,205,315,765,Female
25,25,25,75,Female
225,325,455,1005,Male
245,260,367,872,Male
495,315,,810,Male
335,170,405,910,Male
280,210,365,855,Male
405,255,420,1080,Male
315,235,365,915,Male
340,145,340,825,Female
490,297,607,1394,Male
286,180,265,731,Female
65,40,85,190,Female
265,225,300,790,Male
,,645,645,Male
225,160,315,700,Male
345,290,489.5,1124.5,Male
180,185,275,640,Male
365,300,475,1140,Male
525,355,505,1385,Male
500,320,525,1345,Male
320,265,380,965,Male
335,205,385,925,Male
365,365,275,1005,Male
375,234,459,1068,Male
455,315,455,1225,Male
475,295,585,1355,Male
405,315,475,1195,Male
225,205,375,805,Male
408,251,448,1107,Male
405,295,500,1200,Male
275,185,300,760,Male
300,225,320,845,Male
300,225,320,845,Male
478.5,291,638.5,1408,Male
420,260,470,1150,Male
345,255,405,1005,Male
365,240,355,960,Male
375,225,405,1005,Male
300,220,660,1180,Male
515,405,505,1425,Male
495,425,495,1415,Male
485.1,330.75,573.3000000000001,1389.15,Male
465,295,585,1345,Male
421,335,460,1216,Male
335,345,475,1155,Male
331.5,240,345,916.5,Male
275,235,315,825,Male
185,245,275,705,Male
418.95,270.1125,518.1750000000001,1207.2375,Male
335,300,475,1110,Male
335,225,405,965,Male
335,215,405,955,Male
335,205,380,920,Male
,585,,585,Male
545,350,495,1390,Male
400,265,435,1100,Male
250,185,315,750,Male
525.4,425.2,632.2,1582.8,Male
345,230,365,940,Male
245,185,325,755,Male
175,225,365,765,Male
652,465,495,1612,Male
315,295,390,1000,Male
425,270,435,1130,Male
330,265,405,1000,Male
335,280,305,920,Male
190,110,260,560,Female
280,235,330,845,Male
505,405,605,1515,Male
350,240,420,1010,Male
315,185,385,885,Male
300,185,340,825,Male
435,265,460,1160,Male
405,255,425,1085,Male
235,95,250,580,Female
175,115,225,515,Female
135,145,150,430,Male
60,100,150,310,Male
135,110,165,410,Female
175,200,337.5,712.5,Male
150,185,185,520,Male
213,120,266,599,Female
485.1,325.2375,595.35,1405.6875,Male
115,,,115,Female
175,130,225,530,Female
135,80,145,360,Female
,,350,350,Male
275,165,315,755,Male
45,110,135,290,Female
401,245,355,1001,Male
186,120,175,481,Male
130,105,179.5,414.5,Female
155,105,205,465,Female
245,185,295,725,Female
245,185,295,725,Female
180,115,245,540,Female
35,20,50,105,Male
365,245,455,1065,Male
535,395,600,1530,Male
805,505,720,2030,Male
455,225,415,1095,Male
435,275,405,1115,Male
200,225,135,560,Female
500,285,315,1100,Male
185,205,315,705,Male
145,95,135,375,Female
315,275,335,925,Male
400,295,555,1250,Male
205,210,225,640,Male
265,185,335,785,Female
455,275,475,1205,Male
225,165,315,705,Male
400,250,500,1150,Male
525,417,575,1517,Male
315,285,405,1005,Male
530,375,595,1500,Male
141,45,220,406,Female
,,325.2375,325.2375,Male
145,90,155,390,Female
325,225,405,955,Male
410,255,505,1170,Male
545,355,585,1485,Male
385,300,585,1270,Male
562.275,358.3125,617.4,1537.9875,Male
463.05,286.65000000000003,584.325,1334.025,Male
370,245,445,1060,Male
330,205,365,900,Male
450,290,470,1210,Male
352.8,220.5,396.90000000000003,970.2,Male
435,300,545,1280,Male
225,185,385,795,Male
200.655,220.5,402.4125,823.5675,Female
185,185,255,625,Female
135.5,90.5,179,405,Female
395,305,315,1015,Male
260,149,260,669,Female
85,50,135,270,Male
150,150,275,575,Female
500,400,550,1450,Male
245,215,356,816,Male
120,212,545,877,Male
180,135,285,600,Male
600,425,735,1760,Male
650,405,625,1680,Male
45,205,140,390,Male
365,250,385,1000,Male
135,105,200,440,Female
355,305,365,1025,Male
365,225,450,1040,Male
257,350,605,1212,Male
235,225,325,785,Male
232.5,235,305,772.5,Male
365,290,430,1085,Male
530,440,585,1555,Male
496.125,286.65000000000003,551.25,1334.025,Male
400,235,500,1135,Male
405,305,385,1095,Male
295,220,385,900,Male
315,240,315,870,Male
365,305,385,1055,Male
475,360,485,1320,Male
415,275,485,1175,Male
195,175,315,685,Male
573.3000000000001,402.4125,584.325,1560.0375000000001,Male
421.15500000000003,335.16,500.535,1256.8500000000001,Male
376,180,616,1172,Male
25,15,85,125,Male
25,15,85,125,Male
20,30,40,90,Female
281,287,375,943,Male
335,205,365,905,Male
345,245,385,975,Male
405,315,495,1215,Male
275,205,365,845,Male
315,225,315,855,Male
350,260,390,1000,Male
354,271,365,990,Male
251,210,400,861,Male
430,260,465,1155,Male
405,170,405,980,Male
,,455,455,Male
335,255,410,1000,Male
725,400,1110,2235,Male
485,390,585,1460,Male
275,215,320,810,Male
345,235,405,985,Male
135,135,135,405,Male
425,365,545,1335,Male
335,255,455,1045,Male
550,340,585,1475,Male
385,250,485,1120,Male
585,385,550,1520,Male
365,250,565,1180,Male
,365,,365,Male
405,300,435,1140,Male
365,355,415,1135,Male
285,240,415,940,Male
255,190,315,760,Male
456,306,456,1218,Male
463.05,264.6,485.1,1212.75,Male
295,205,405,905,Male
135,275,225,635,Male
352.8,231.525,385.875,970.2,Male
385,290,525,1200,Male
407,282,502,1191,Male
375,230,480,1085,Male
335,225,420,980,Male
277,218,335,830,Male
505,405,585,1495,Male
,255,120,375,Male
405,405,491,1301,Male
435,285,551,1271,Male
500,325,375,1200,Male
275,210,365,850,Male
275,185,365,825,Male
235,215,345,795,Male
575,435,535,1545,Male
315,285,405,1005,Male
425,315,515,1255,Male
415,265,455,1135,Male
405,230,475,1110,Male
515,290,585,1390,Male
480,270,565,1315,Male
185,265,505,955,Male
425,355,525,1305,Male
352.8,183.01500000000001,463.05,998.865,Male
365,255,455,1075,Male
463.05,286.65000000000003,617.4,1367.1000000000001,Male
385,319.7,605,1309.7,Male
405,245,455,1105,Male
330,225,420,975,Male
295,225,425,945,Male
245,185,390,820,Male
180,285,275,740,Male
187.425,154.35,264.6,606.375,Male
381,245,425,1051,Male
723,401,788,1912,Male
655,450,727,1832,Male
575,375,525,1475,Male
358.3125,229.32,468.5625,1056.195,Male
455,300,475,1230,Male
530,355,545,1430,Male
405,255,425,1085,Male
396.90000000000003,275.625,452.02500000000003,1124.55,Male
405,365,495,1265,Male
562,385,540,1487,Male
375,245,425,1045,Male
352.8,231.525,441,1025.325,Male
365,285,460,1110,Male
500,340,595,1435,Male
455,295,365,1115,Male
585,315,535,1435,Male
265,205,325,795,Male
275,225,305,805,Male
285,225,335,845,Male
176.4,132.3,242.55,551.25,Male
405,275,450,1130,Male
300,240,285,825,Male
550,275,600,1425,Male
,225,405,630,Male
425,355,450,1230,Male
225,200,245,670,Male
320,225,430,975,Male
209.475,132.3,176.4,518.1750000000001,Male
352.8,231.525,369.33750000000003,953.6625,Male
606.375,396.90000000000003,595.35,1598.625,Male
500,405,595,1500,Male
485,335,545,1365,Male
465,365,505,1335,Male
405,285,445,1135,Male
380,280,450,1110,Male
350,245,505,1100,Male
355,285,425,1065,Male
315,225,405,945,Male
314.21250000000003,231.525,385.875,931.6125000000001,Male
320,185,385,890,Female
260,160,355,775,Male
255,155,285,695,Male
255,155,285,695,Male
205,205,205,615,Male
178,175,200,553,Male
,325,,325,Male
485,348,620,1453,Male
600,415,635,1650,Male
425,365,555,1345,Male
534,330,600,1464,Male
275,235,315,825,Male
132.3,132.3,132.3,396.90000000000003,Male
275,335,415,1025,Male
425,300,515,1240,Male
335,255,400,990,Male
315,295,375,985,Male
475,315,515,1305,Male
440,325,485,1250,Male
325,255,365,945,Male
455,310,,765,Male
345,255,400,1000,Male
450,340,495,1285,Male
363.825,264.6,463.05,1091.4750000000001,Male
225,165,185,575,Male
225,185,255,665,Male
365,245,395,1005,Male
275,325,400,1000,Male
340,260,395,995,Male
315,255,400,970,Male
390,210,365,965,Male
325,240,390,955,Male
315,225,405,945,Male
335,210,380,925,Male
315,175,325,815,Female
280,170,345,795,Male
225,225,315,765,Male
340,205,155,700,Male
209.475,132.3,253.57500000000002,595.35,Male
300,285,435,1020,Male
345,330,410,1085,Male
585,300,425,1310,Male
45,45,45,135,Male
300,200,385,885,Male
262.5,175,342.5,780,Male
315,255,315,885,Male
300,245,305,850,Male
320,265,365,950,Male
345,265,485,1095,Male
245,245,275,765,Male
315,225,345,885,Male
375,265,385,1025,Male
180,115,240,535,Female
450,340,430,1220,Male
495,295,455,1245,Male
265,205,305,775,Male
315,185,325,825,Male
571,322,624,1517,Male
350,275,315,940,Male
175,140,255,570,Male
505,355,553,1413,Male
230,205,250,685,Male
405,350,485,1240,Male
375,250,535,1160,Male
405.72,211.68,474.075,1091.4750000000001,Male
352.8,246.96,418.95,1018.71,Male
315,215,365,895,Male
315,210,335,860,Male
95,65,135,295,Male
485,335,605,1425,Male
500,405,605,1510,Male
370,365,515,1250,Male
325,230,405,960,Male
437,295,478,1210,Male
545,355,580,1480,Male
340,255,405,1000,Male
365,285,455,1105,Male
470,300,545,1315,Male
475,350,545,1370,Male
350,230,440,1020,Male
280,210,330,820,Male
425,300,385,1110,Male
465,259,495,1219,Male
440,315,485,1240,Male
405,245,455,1105,Male
295,130,285,710,Female
295,175,315,785,Male
550,355,600,1505,Male
420,365,455,1240,Male
405,275,420,1100,Male
335,275,425,1035,Male
405,225,385,1015,Female
355,210,380,945,Male
305,240,365,910,Male
305,240,365,910,Male
255,175,335,765,Female
200,210,275,685,Male
165,120,220,505,Female
130,75,196,401,Female
260,225,315,800,Male
574,386,496,1456,Male
355,280,505,1140,Male
615,445,535,1595,Male
357,262,387,1006,Male
5,5,5,15,Male
390,275,475,1140,Male
300,200,425,925,Male
335,225,400,960,Male
475,300,425,1200,Male
405,280,415,1100,Male
315,250,435,1000,Male
365,270,435,1070,Male
295,255,455,1005,Male
405,225,415,1045,Male
300,240,290,830,Male
407,322,422,1151,Male
300,230,350,880,Male
420,370,545,1335,Male
460,290,480,1230,Male
455,315,455,1225,Male
425,305,405,1135,Male
375,295,425,1095,Male
325,140,345,810,Male
350,45,405,800,Male
295,205,255,755,Male
245,185,265,695,Male
175,135,255,565,Female
180,140,225,545,Male
165.375,115.7625,242.55,523.6875,Female
370,205,435,1010,Male
455,285,545,1285,Male
135,185,225,545,Male
800,440,605,1845,Male
315,135,365,815,Male
319.725,176.4,308.7,804.825,Female
344,255,365,964,Male
475,240,555,1270,Male
125,125,128,378,Male
507.15000000000003,286.65000000000003,496.125,1289.925,Male
275,200,300,775,Male
639.45,407.925,650.475,1697.8500000000001,Male
370,230,475,1075,Male
410,225,430,1065,Male
250,240,315,805,Male
290,170,320,780,Male
285,125,365,775,Female
215,155,320,690,Female
225,135,295,655,Female
225,130,245,600,Female
165,115,275,555,Male
175,135,242,552,Female
165,105,245,515,Female
165,95,205,465,Female
90,85,145,320,Female
,260,,260,Male
505,285,465,1255,Male
315,230,365,910,Male
315,225,455,995,Male
265,155,335,755,Female
336.2625,238.14000000000001,380.3625,954.765,Female
205,155,300,660,Male
255,245,325,825,Male
441,286.65000000000003,441,1168.65,Male
250,240,525,1015,Male
405,255,445,1105,Male
455,295,475,1225,Male
,270,405,675,Male
145,105,185,435,Female
425,345,555,1325,Male
475,335,495,1305,Male
440,260,515,1215,Male
370,255,440,1065,Male
325,315,405,1045,Male
335,255,315,905,Male
140,205,225,570,Male
185,145,225,555,Female
165,135,230,530,Female
120,85,185,390,Female
,,335,335,Female
145,75,95,315,Female
60,75,155,290,Female
95,,,95,Female
255,150,300,705,Female
315,170,365,850,Female
341,242,451,1034,Male
275,180,335,790,Female
315,235,345,895,Male
340,245,440,1025,Male
215,125,240,580,Female
240,135,225,600,Female
495,315,445,1255,Male
,181.9125,,181.9125,Female
245,232,314,791,Female
255,145,305,705,Female
232.6275,110.25,275.625,618.5025,Female
135,105,205,445,Male
295,160,315,770,Female
150,125,225,500,Female
308.7,158.76,308.7,776.1600000000001,Female
195,150,225,570,Female
285,200,350,835,Female
300,145,335,780,Female
250,135,310,695,Female
215,150,325,690,Female
145,100,225,470,Female
145,85,185,415,Female
402.4125,,,402.4125,Female
,,275,275,Female
230,173,265,668,Female
275,160,338,773,Female
154,121,200,475,Female
176,135,265,576,Female
135,76,155,366,Female
396.90000000000003,319.725,551.25,1267.875,Male
210,145,280,635,Female
365,252,385,1002,Male
295.47,191.835,368.235,855.5400000000001,Male
225,205,340,770,Male
100,60,130,290,Female
,110,,110,Female
203,158,283,644,Female
140,70,200,410,Female
205,130,290,625,Female
215,135,240,590,Female
205,110,235,550,Female
308.7,220.5,363.825,893.025,Female
325,185,245,755,Female
165,125,250,540,Female
90,70,135,295,Female
35,45,75,155,Female
110.25,71.66250000000001,187.425,369.33750000000003,Female
215,135,285,635,Female
250,145,305,700,Female
500,405,507,1412,Male
365,235,405,1005,Male
374.85,231.525,485.1,1091.4750000000001,Male
315,205,375,895,Male
333,233,433,999,Male
325,205,345,875,Male
185,185,185,555,Male
325,200,202,727,Male
286.65000000000003,176.4,242.55,705.6,Male
265,210,385,860,Male
407.925,270.1125,418.95,1096.9875,Male
100,82,200,382,Female
80,80,80,240,Male
315,280,365,960,Male
305,205,375,885,Male
225,145,265,635,Female
265,240,335,840,Male
100,100,100,300,Female
500,505,606,1611,Male
45,135,225,405,Male
185,105,205,495,Female
505,365,426,1296,Male
275,170,285,730,Male
95,95,135,325,Male
425,325,465,1215,Male
404,405,405,1214,Male
425,265,445,1135,Male
315,300,510,1125,Male
440,270,415,1125,Male
405,185,515,1105,Male
365,275,465,1105,Male
405,225,452,1082,Male
90,55,95,240,Female
355,290,426,1071,Male
335.5,315.5,412.9,1063.9,Male
315,315,405,1035,Male
375,250,375,1000,Male
315,335,350,1000,Male
100,135,190,425,Female
225,125,225,575,Male
80,55,120,255,Female
315,225,435,975,Male
295,235,430,960,Male
365,225,365,955,Male
,,95,95,Male
285,245,342,872,Male
307,205,355,867,Male
320,200,335,855,Male
95,45,115,255,Female
306,135,306,747,Male
70,20,65,155,Female
46,30,72,148,Female
209.475,143.32500000000002,363.825,716.625,Male
65,15,85,165,Female
125,65,175,365,Female
275,115,260,650,Female
65,75,155,295,Female
220.5,110.25,264.6,595.35,Male
185,115,275,575,Female
202,91,225,518,Male
95,55,115,265,Male
35,35,70,140,Male
150,130,205,485,Female
165,105,205,475,Female
165,95,185,445,Female
230,,210,440,Male
135,135,135,405,Prefer not to say
135,85,185,405,Female
138,66,165,369,Male
55,35,105,195,Female
65,45,100,210,Female
125,75,145,345,Female
77.175,22.05,143.32500000000002,242.55,Female
103,63,172,338,Female
315,,,315,Male
314.21250000000003,,,314.21250000000003,Male
50,45,70,165,Male
52,42,85,179,Male
85,70,106,261,Female
16,16,36,68,Female
20,15,60,95,Female
45,45,155,245,Female
65,55,120,240,Male
,236.7,,236.7,Male
65,45,105,215,Male
22,15,30,67,Female
45,45,65,155,Male
,145,,145,Female
45,40,60,145,Female
45,45,50,140,Male
,135,,135,Male
,115,,115,Male
30,10,65,105,Female
,,100,100,Male
35,25,35,95,Male
45,10,20,75,Female
8,18,8,34,Male
15,10,45,70,Female
15,15,35,65,Male
20,20,20,60,Male
5,15,35,55,Female
20,15,20,55,Female
16,6,16,38,Female
5,10,35,50,Male
,50,,50,Male
17,17,13,47,Female
2.5,15,25,42.5,Female
10,6,15,31,Female
,15,15,30,Female
,15,15,30,Female
1,1,15,17,Female
2,5,15,22,Male
,20,,20,Female
1,1,17,19,Female
6,2,10,18,Female
1,1,1,3,Female
1,1,1,3,Female
,,0.15435000000000001,0.15435000000000001,Female
375,235,480,1090,Male
380,225,515,1120,Male
425,295,480,1200,Male
415,285,465,1165,Male
255,205,355,815,Male
,,235,235,Male
274,264,374,912,Male
228,130,253,610,Male
405,275,405,1085,Male
,,112,112,Male
410,255,415,1080,Male
435,270,425,1130,Male
,,455,455,Male
405,270,500,1175,Male
365,350,500,1215,Male
562,375,568,1505,Male
405,305,455,1165,Male
,,620,620,Male
405,300,525,1230,Male
620,385,580,1585,Male
515,345,550,1410,Male
235,235,400,870,Male
500,315,585,1400,Male
270,148,285,703,Female
275,245,425,945,Male
375,247,450,1072,Male
405,315,445,1165,Male
16,25,16,57,Male
,,455,455,Male
305,210,380,895,Male
433,276,453,1162,Male
160,160,160,480,Male
370,255,385,1010,Male
370,300,455,1125,Male
,225,365,590,Male
350,275,445,1070,Male
120,95,133,348,Male
203,160,278,641,Female
185,140,280,605,Male
,105,275,380,Female
315,275,455,1045,Male
345,245,410,1000,Male
430,275,455,1160,Male
405,295,405,1105,Male
455,290,500,1245,Male
287,177,248,712,Female
325,335,345,1005,Male
170,95,225,490,Female
405,275,495,1175,Male
775,625,700,2100,Male
195,135,225,555,Female
121,102,175,398,Female
225,155,315,695,Male
375,275,385,1035,Male
225,185,350,760,Male
275,225,300,800,Male
375,225,550,1150,Male
475,385,555,1415,Male
200,130,280,610,Male
435,425,465,1325,Male
350,255,500,1105,Male
205,95,185,485,Female
495,405,575,1475,Male
65,100,135,300,Female
275,245,375,895,Male
555,470,,1025,Male
455,325,605,1385,Male
75,75,115,265,Female
370,242,435,1047,Male
495,315,495,1305,Male
285,285,,570,Male
330,205,355,890,Male
340,245,415,1000,Male
165,145,225,535,Female
115,105,165,385,Female
330,250,465,1045,Male
410,365,520,1295,Male
748,377,788,1913,Male
315,235,371,921,Male
275,275,415,965,Male
614,403,585,1602,Male
585,350,550,1485,Male
65,45,95,205,Female
255,148,255,658,Female
115,70,140,325,Female
330,175,335,840,Female
110,77,209,396,Female
,,185,185,Female
265,235,405,905,Male
395,275,465,1135,Male
367,227,317,911,Male
195,150,220,565,Female
345,250,315,910,Male
170,140,180,490,Male
340,270,430,1040,Male
418,308,462,1188,Male
485,270,445,1200,Male
330,235,465,1030,Male
405,260,535,1200,Male
255,173,273,700,Male
275,245,355,875,Male
335,230,410,975,Male
375,315,415,1105,Male
315,240,355,910,Male
400,185,175,760,Male
465,425,565,1455,Male
335,300,365,1000,Male
395,270,385,1050,Male
353,232,408,992,Male
475,350,585,1410,Male
475,335,515,1325,Male
375,240,385,1000,Male
,,405,405,Male
255,185,315,755,Female
,235,350,585,Male
145,95,195,435,Female
315,175,365,855,Female
465,330,515,1310,Male
135,93,173,400,Female
185,95,225,505,Female
185,130,225,540,Female
205,240,360,805,Male
445,245,515,1205,Male
435,305,455,1195,Male
375,308,585,1268,Male
100,215,160,475,Male
485,320,525,1330,Male
275,185,315,775,Male
425,285,450,1160,Male
365,412,385,1162,Male
520,385,595,1500,Male
205,135,275,615,Male
335,225,385,945,Male
441,245,496,1182,Male
255,153,275,683,Male
365,295,405,1065,Male
485,270,500,1255,Male
210,128,218,555,Male
275,250,305,830,Male
500,410,500,1410,Male
95,125,175,395,Male
415,265,455,1135,Male
400,240,445,1085,Male
,,245,245,Female
350,255,435,1040,Male
500,335,505,1340,Male
280,210,380,870,Male
315,285,405,1005,Male
225,225,225,675,Male
205,125,265,595,Female
500,455,545,1500,Male
265,215,275,755,Male
345,265,455,1065,Male
225,275,235,735,Male
463,298,575,1336,Male
205,205,205,615,Male
45,185,121,351,Male
315,270,345,930,Male
240,200,350,790,Male
405,265,405,1075,Male
275,205,335,815,Male
320,,295,615,Male
385,235,405,1025,Male
742,425,565,1732,Male
241,225,405,871,Male
405,315,405,1125,Male
585,315,525,1425,Male
385,315,405,1105,Male
425,405,520,1350,Male
265,160,360,785,Female
350,160,350,860,Female
405,325,615,1345,Male
200,130,180,510,Male
530,345,605,1480,Male
305,250,365,920,Male
154,110,210,474,Female
150,93,215,458,Male
355,215,455,1025,Male
340,225,440,1005,Male
405,205,475,1085,Male
430,337,505,1272,Male
365,225,275,865,Male
345,235,385,965,Male
235,185,295,715,Male
290,250,305,845,Male
350,295,425,1070,Male
480,285,505,1270,Male
210,145,190,545,Male
500,295,495,1290,Male
140,80,160,380,Female
188,125,188,501,Male
135,73,133,340,Female
535,300,565,1400,Male
348,210,385,943,Male
290,210,325,825,Male
325,255,425,1005,Male
450,395,600,1445,Male
370,265,415,1050,Male
370,290,430,1090,Male
315,235,435,985,Male
315,185,405,905,Male
330,145,360,835,Male
408,276,490,1174,Male
205,125,275,605,Female
245,155,275,675,Male
405,305,425,1135,Male
95,95,95,285,Male
325,275,405,1005,Male
335,255,455,1045,Male
245,255,375,875,Male
495,265,475,1235,Male
285,240,350,875,Male
395,250,450,1095,Male
160,140,220,520,Male
135,135,150,420,Male
355,215,435,1005,Male
315,185,405,905,Male
355,275,365,995,Male
425,295,405,1125,Male
135,135,135,405,Male
540,331,585,1456,Male
138,105,165,408,Female
230,125,245,600,Male
48,48,48,144,Male
365,275,275,915,Male
225,185,350,760,Male
135,95,175,405,Male
313,255,475,1043,Male
120,225,225,570,Male
245,193,330,768,Male
230,215,240,685,Male
535,405,660,1600,Male
425,315,585,1325,Male
425,,,425,Male
245,150,295,690,Female
380,275,405,1060,Male
605,308,560,1473,Male
410,350,455,1215,Male
303,287,375,965,Male
440,315,500,1255,Male
193,132,193,517,Male
275,210,405,890,Male
185,125,210,520,Female
277,167,407,851,Male
400,255,,655,Male
515,505,701,1721,Male
685,430,635,1750,Male
495,405,405,1305,Male
585,405,569,1559,Male
360,240,315,915,Male
15,15,15,45,Female
405,245,550,1200,Male
385,275,405,1065,Male
5,5,5,15,Female
382,175,265,822,Female
395,370,575,1340,Male
315,225,375,915,Male
425,365,585,1375,Male
367,267,387,1021,Male
295,210,405,910,Male
225,175,295,695,Male
415,325,565,1305,Male
168,118,200,485,Male
320,220,355,895,Male
,165,235,400,Female
410,250,275,935,Male
365,,,365,Male
440,330,475,1245,Male
425,245,465,1135,Male
135,325,545,1005,Male
245,245,330,820,Male
305,180,405,890,Male
118,,,118,Female
205,125,245,575,Female
185,160,225,570,Male
345,245,435,1025,Male
360,240,500,1100,Male
540,390,584,1514,Male
375,290,435,1100,Male
185,225,365,775,Male
160,225,245,630,Male
415,255,365,1035,Male
15,25,25,65,Female
25,25,25,75,Male
340,225,405,970,Male
437,255,558,1250,Male
253,143,275,671,Female
215,120,220,555,Male
245,141,225,611,Female
585,295,545,1425,Male
150,60,205,415,Male
535,325,425,1285,Male
260,155,305,720,Female
485,345,550,1380,Male
305,265,345,915,Male
405,315,455,1175,Male
235,135,285,655,Female
355,245,435,1035,Male
430,320,510,1260,Male
280,130,335,745,Female
250,185,365,800,Male
198,121,250,569,Female
285,225,405,915,Male
120,75,130,325,Female
405,250,495,1150,Male
,,15,15,Female
,,15,15,Male
560,379,500,1439,Male
245,160,235,640,Male
360,,,360,Male
525,345,605,1475,Male
485,365,475,1325,Male
200,135,245,580,Female
265,145,320,730,Male
295,165,275,735,Male
305,180,350,835,Female
275,165,314,754,Male
35,23,60,118,Male
130,75,130,335,Female
560,325,555,1440,Male
315,225,325,865,Male
222,152,310,684,Female
344,245,341,930,Male
265,175,255,695,Male
475,275,455,1205,Male
10,10,17,37,Female
275,155,315,745,Female
10,10,17,37,Male
95,80,145,320,Female
75,80,125,280,Female
45,45,65,155,Male
95,45,205,345,Male
125,120,205,450,Female
65,55,125,245,Female
250,180,300,730,Male
425,255,450,1130,Male
,35,95,130,Female
55,55,65,175,Male
,45,65,110,Male
405,225,450,1080,Male
335,225,415,975,Male
35,225,235,495,Male
359,220,420,999,Male
335,235,315,885,Male
185,115,245,545,Female
290,150,355,795,Female
315,145,425,885,Male
315,225,405,945,Male
326,235,365,926,Male
465,255,465,1185,Male
500,315,485,1300,Male
95,85,135,315,Female
,90,,90,Male
143,127,205,475,Female
316,316,371,1002,Male
507,325,564,1397,Male
405,275,423,1103,Male
285,135,285,705,Female
265,135,405,805,Male
220,145,275,640,Male
,185,255,440,Male
320,305,415,1040,Male
672,529,505,1706,Male
53,30,143,226,Female
420,240,440,1100,Male
205,105,235,545,Female
550,315,655,1520,Male
215,155,340,710,Male
315,220,340,875,Male
,100,300,400,Female
285,205,315,805,Male
225,225,315,765,Male
155,85,210,450,Female
205,155,225,585,Male
220,125,245,590,Female
425,225,531,1181,Male
315,225,447,987,Male
565,435,580,1580,Male
365,295,360,1020,Male
550,440,515,1505,Male
220,133,273,625,Male
402,295,485,1182,Male
